1.00,0.00
 2.00,0.00
 3.00,0.00
 4.00,0.00
 5.00,0.00
 6.00,0.00
 7.00,0.00
 8.00,0.00
 9.00,0.00
 10.00,0.00
 11.00,0.00
 12.00,0.00
 13.00,0.00
 14.00,0.00
 15.00,0.00
 16.00,0.00
 17.00,0.00
 18.00,0.00
 19.00,0.00
 20.00,0.00
 20.00,1.00
 20.00,2.00
 20.00,3.00
 20.00,4.00
 20.00,5.00
 20.00,6.00
 20.00,7.00
 20.00,8.00
 20.00,9.00
 20.00,10.00
 20.00,11.00
 20.00,12.00
 20.00,13.00
 20.00,14.00
 20.00,15.00
 20.00,16.00
 20.00,17.00
 20.00,18.00
 20.00,19.00
 20.00,20.00
 21.00,20.00
 22.00,20.00
 23.00,20.00
 24.00,20.00
 25.00,20.00
 26.00,20.00
 27.00,20.00
 28.00,20.00
 29.00,20.00
 30.00,20.00
 30.00,19.00
 30.00,18.00
 30.00,17.00
 30.00,16.00
 30.00,15.00
 30.00,14.00
 30.00,13.00
 30.00,12.00
 30.00,11.00
 30.00,10.00
 30.00,9.00
 30.00,8.00
 30.00,7.00
 30.00,6.00
 30.00,5.00
 31.00,5.00
 32.00,5.00
 33.00,5.00
 34.00,5.00
 35.00,5.00
 36.00,5.00
 37.00,5.00
 38.00,5.00
 39.00,5.00
 40.00,5.00
 41.00,5.00
 42.00,5.00
 43.00,5.00
 44.00,5.00
 45.00,5.00
 46.00,5.00
 47.00,5.00
 48.00,5.00
 49.00,5.00
 50.00,5.00
 50.00,6.00
 50.00,7.00
 50.00,8.00
 50.00,9.00
 50.00,10.00
 50.00,11.00
 50.00,12.00
 50.00,13.00
 50.00,14.00
 50.00,15.00
 50.00,16.00
 50.00,17.00
 50.00,18.00
 50.00,19.00
 50.00,20.00
 50.00,21.00
 50.00,22.00
 50.00,23.00
 50.00,24.00
 50.00,25.00
 51.00,25.00
 52.00,25.00
 53.00,25.00
 54.00,25.00
 55.00,25.00
 56.00,25.00
 57.00,25.00
 58.00,25.00
 59.00,25.00
 60.00,25.00
 60.00,24.00
 60.00,23.00
 60.00,22.00
 60.00,21.00
 60.00,20.00
 60.00,19.00
 60.00,18.00
 60.00,17.00
 60.00,16.00
 60.00,15.00
 60.00,14.00
 60.00,13.00
 60.00,12.00
 60.00,11.00
 60.00,10.00
 61.00,10.00
 62.00,10.00
 63.00,10.00
 64.00,10.00
 65.00,10.00
 66.00,10.00
 67.00,10.00
 68.00,10.00
 69.00,10.00
 70.00,10.00
 71.00,10.00
 72.00,10.00
 73.00,10.00
 74.00,10.00
 75.00,10.00
 76.00,10.00
 77.00,10.00
 78.00,10.00
 79.00,10.00
 80.00,10.00
 80.00,9.00
 80.00,8.00
 80.00,7.00
 80.00,6.00
 80.00,5.00
 80.00,4.00
 80.00,3.00
 80.00,2.00
 80.00,1.00
 80.00,0.00
 80.00,-1.00
 80.00,-2.00
 80.00,-3.00
 80.00,-4.00
 80.00,-5.00
 80.00,-6.00
 80.00,-7.00
 80.00,-8.00
 80.00,-9.00
 80.00,-10.00
 81.00,-10.00
 82.00,-10.00
 83.00,-10.00
 84.00,-10.00
 85.00,-10.00
 86.00,-10.00
 87.00,-10.00
 88.00,-10.00
 89.00,-10.00
 90.00,-10.00
 90.00,-9.00
 90.00,-8.00
 90.00,-7.00
 90.00,-6.00
 90.00,-5.00
 90.00,-4.00
 90.00,-3.00
 90.00,-2.00
 90.00,-1.00
 90.00,0.00
 90.00,1.00
 90.00,2.00
 90.00,3.00
 90.00,4.00
 90.00,5.00
 91.00,5.00
 92.00,5.00
 93.00,5.00
 94.00,5.00
 95.00,5.00
 96.00,5.00
 97.00,5.00
 98.00,5.00
 99.00,5.00
 100.00,5.00
 101.00,5.00
 102.00,5.00
 103.00,5.00
 104.00,5.00
 105.00,5.00
 106.00,5.00
 107.00,5.00
 108.00,5.00
 109.00,5.00
 110.00,5.00
 110.00,4.00
 110.00,3.00
 110.00,2.00
 110.00,1.00
 110.00,0.00
 110.00,-1.00
 110.00,-2.00
 110.00,-3.00
 110.00,-4.00
 110.00,-5.00
 110.00,-6.00
 110.00,-7.00
 110.00,-8.00
 110.00,-9.00
 110.00,-10.00
 110.00,-11.00
 110.00,-12.00
 110.00,-13.00
 110.00,-14.00
 110.00,-15.00
 111.00,-15.00
 112.00,-15.00
 113.00,-15.00
 114.00,-15.00
 115.00,-15.00
 116.00,-15.00
 117.00,-15.00
 118.00,-15.00
 119.00,-15.00
 120.00,-15.00
 120.00,-14.00
 120.00,-13.00
 120.00,-12.00
 120.00,-11.00
 120.00,-10.00
 120.00,-9.00
 120.00,-8.00
 120.00,-7.00
 120.00,-6.00
 120.00,-5.00
 120.00,-4.00
 120.00,-3.00
 120.00,-2.00
 120.00,-1.00
 120.00,0.00
 
